fold,run,algorithm,accuracy,precision,recall,f1_score,convergence_speed,best_loss,threshold_reached,fold_threshold
2,5,Hybrid ACOR-LM,0.7708333333333334,0.7169811320754716,0.5671641791044776,0.6333333333333333,0,0.39573066347909874,True,1.5238381177281313
2,6,Hybrid ACOR-LM,0.7708333333333334,0.7090909090909091,0.582089552238806,0.639344262295082,0,0.41737955530288773,True,1.5238381177281313
2,7,Hybrid ACOR-LM,0.7916666666666666,0.7454545454545455,0.6119402985074627,0.6721311475409836,0,0.42904060161003066,True,1.5238381177281313
2,8,Hybrid ACOR-LM,0.7552083333333334,0.6851851851851852,0.5522388059701493,0.6115702479338843,0,0.41660259879147254,True,1.5238381177281313
2,9,Hybrid ACOR-LM,0.7760416666666666,0.7608695652173914,0.5223880597014925,0.6194690265486725,4,0.41205568488084465,True,1.5238381177281313
2,10,Hybrid ACOR-LM,0.7604166666666666,0.6779661016949152,0.5970149253731343,0.6349206349206349,0,0.41780731852454467,True,1.5238381177281313
2,11,Hybrid ACOR-LM,0.7395833333333334,0.6545454545454545,0.5373134328358209,0.5901639344262295,0,0.4214346791574508,True,1.5238381177281313
2,12,Hybrid ACOR-LM,0.7708333333333334,0.6885245901639344,0.6268656716417911,0.65625,0,0.4134608014953569,True,1.5238381177281313
2,13,Hybrid ACOR-LM,0.7864583333333334,0.7241379310344828,0.6268656716417911,0.672,4,0.4152864361533247,True,1.5238381177281313
2,14,Hybrid ACOR-LM,0.8072916666666666,0.7586206896551724,0.6567164179104478,0.704,0,0.41027421963605715,True,1.5238381177281313
2,15,Hybrid ACOR-LM,0.765625,0.6896551724137931,0.5970149253731343,0.64,0,0.4149809519524273,True,1.5238381177281313
2,16,Hybrid ACOR-LM,0.7708333333333334,0.7254901960784313,0.5522388059701493,0.6271186440677966,0,0.41487543762615836,True,1.5238381177281313
2,17,Hybrid ACOR-LM,0.7864583333333334,0.7241379310344828,0.6268656716417911,0.672,0,0.4074970867863848,True,1.5238381177281313
2,18,Hybrid ACOR-LM,0.7447916666666666,0.6730769230769231,0.5223880597014925,0.5882352941176471,0,0.41277246908844517,True,1.5238381177281313
2,19,Hybrid ACOR-LM,0.796875,0.7592592592592593,0.6119402985074627,0.6776859504132231,0,0.4032312587854572,True,1.5238381177281313
2,20,Hybrid ACOR-LM,0.765625,0.6964285714285714,0.582089552238806,0.6341463414634146,0,0.4158680663978351,True,1.5238381177281313
2,21,Hybrid ACOR-LM,0.765625,0.7037037037037037,0.5671641791044776,0.628099173553719,0,0.4195337356744204,True,1.5238381177281313
2,22,Hybrid ACOR-LM,0.8020833333333334,0.7543859649122807,0.6417910447761194,0.6935483870967742,0,0.4080441851511677,True,1.5238381177281313
2,23,Hybrid ACOR-LM,0.7708333333333334,0.6949152542372882,0.6119402985074627,0.6507936507936508,0,0.39863101254433025,True,1.5238381177281313
2,24,Hybrid ACOR-LM,0.7760416666666666,0.7068965517241379,0.6119402985074627,0.656,0,0.4127487076694878,True,1.5238381177281313
2,25,Hybrid ACOR-LM,0.7916666666666666,0.7213114754098361,0.6567164179104478,0.6875,0,0.40809987333227826,True,1.5238381177281313
2,26,Hybrid ACOR-LM,0.8020833333333334,0.7301587301587301,0.6865671641791045,0.7076923076923077,0,0.41856937943259187,True,1.5238381177281313
2,27,Hybrid ACOR-LM,0.765625,0.6833333333333333,0.6119402985074627,0.6456692913385826,0,0.40232711468498766,True,1.5238381177281313
2,28,Hybrid ACOR-LM,0.7447916666666666,0.65,0.582089552238806,0.6141732283464567,0,0.40407586212170543,True,1.5238381177281313
2,29,Hybrid ACOR-LM,0.78125,0.7192982456140351,0.6119402985074627,0.6612903225806451,0,0.4270940103913319,True,1.5238381177281313
2,30,Hybrid ACOR-LM,0.796875,0.7592592592592593,0.6119402985074627,0.6776859504132231,0,0.41742544435931095,True,1.5238381177281313
2,31,Hybrid ACOR-LM,0.7708333333333334,0.6885245901639344,0.6268656716417911,0.65625,0,0.4302773301560219,True,1.5238381177281313
2,32,Hybrid ACOR-LM,0.8020833333333334,0.7457627118644068,0.6567164179104478,0.6984126984126984,0,0.41998095178680833,True,1.5238381177281313
2,33,Hybrid ACOR-LM,0.7447916666666666,0.6875,0.4925373134328358,0.5739130434782609,0,0.42457969133619033,True,1.5238381177281313
2,34,Hybrid ACOR-LM,0.8125,0.7719298245614035,0.6567164179104478,0.7096774193548387,0,0.4169218307525011,True,1.5238381177281313
